112,2795,0,2,21
113,7021,1,1,21
114,6289,0,2,21
115,8615,1,1,22
116,2103,0,2,22
117,5483,0,2,22
118,9106,0,1,22
119,1970,1,0,22
120,4723,0,1,22
121,9835,0,2,22
122,0796,0,1,22
123,8250,4,0,22
124,3867,0,1,23
125,3678,0,1,23
126,3076,0,1,23
127,3765,0,1,23
128,9123,0,1,23
129,9142,0,1,23
130,1759,1,0,24
131,5293,0,3,25
132,6159,0,1,25
133,3490,0,1,25
134,2345,0,3,25
135,7623,1,2,25
136,2389,0,2,25
137,4021,0,1,25
138,7609,1,0,25
139,7532,4,0,25
140,1029,0,1,26
141,1729,0,0,26
142,5937,0,1,26
143,1508,0,3,26
144,2634,0,1,27
145,5874,1,1,27
146,6502,2,1,27
147,4956,0,1,27
148,7540,1,2,27
149,5437,0,2,27
150,9402,1,1,27
151,0572,4,0,27
152,0435,1,1,28
153,9356,0,1,28
154,6431,0,0,28
155,3820,0,2,28
156,9085,0,2,28
157,0612,2,0,28
158,7204,0,3,28
159,7801,0,2,28
160,0872,3,0,28
161,1905,0,2,28
162,5620,0,3,29
163,1253,0,2,29
164,9624,0,1,29
165,4217,0,2,29
166,0649,1,0,29
167,8076,1,1,29
168,9085,0,2,29
169,4860,0,1,29
170,2913,0,1,29
171,9203,0,2,29
172,0513,1,0,30
173,0549,2,0,30
174,7289,3,0,30
175,1379,1,0,30
176,4361,0,0,30
177,4572,0,1,30
178,8024,0,3,30
179,5493,0,1,30
180,1702,0,2,31
181,8214,1,1,31
182,7251,1,0,31
183,6853,0,1,31
184,3427,0,1,31
185,0289,4,0,31
186,9261,0,2,32
187,2079,0,2,32
188,0132,1,1,32
189,1675,0,1,32
190,7810,0,1,32
191,0396,4,0,32
192,6591,0,2,33
193,8134,0,1,33
194,6102,0,1,33
195,7845,1,1,33
196,2061,1,0,33
197,7069,2,0,33
198,2641,1,0,33
199,5049,4,0,33
200,7210,0,1,34
201,7490,0,3,34
202,2035,1,1,34
203,9752,0,2,34
204,3762,0,0,34
205,3405,0,3,34
206,2840,1,1,34
207,2803,0,1,34
208,3587,0,1,34
209,1638,0,0,35
210,0857,0,2,35
211,5426,1,1,35
212,9316,4,0,36
213,8679,0,1,37
214,2806,0,2,37
215,6347,0,1,37
216,9208,0,2,37
217,6254,0,1,37
218,7120,4,0,37
219,2683,0,1,38
220,2640,0,3,38
221,7613,1,1,38
222,7432,0,1,38
223,3816,1,1,38
224,9301,0,2,38
225,4708,0,2,38
226,6014,4,0,38
227,1246,1,0,39
228,5320,0,3,39
229,9720,0,0,40
230,8791,1,0,40
231,2530,0,2,40
232,2683,1,1,40
233,6790,0,1,40
234,9230,0,1,40
235,1039,0,2,40
236,4512,0,2,40
237,3672,1,1,41
238,4976,0,3,41
239,8163,0,0,41
240,4678,0,2,41
241,4512,1,1,41
242,7406,0,2,41
243,4306,0,1,41
244,1765,1,0,42
245,9324,1,2,42
246,9261,1,1,42
247,0291,0,2,42
248,4803,0,1,42
249,5621,0,1,42
250,6157,0,1,42
251,4679,0,3,42
252,5614,0,1,42
253,9742,4,0,42
254,2609,4,0,43
255,8071,0,1,44
256,9381,0,1,44
257,3102,1,1,44
258,2591,1,1,44
259,8012,0,2,44
260,0632,0,2,45
261,4598,2,0,45
262,2549,0,3,45
263,4702,1,1,45
264,4910,1,1,45
265,2589,0,2,46
266,3160,0,1,46
267,5691,1,1,46
268,4180,1,0,46
269,5362,0,2,46
270,5073,0,0,46
271,3164,0,2,47
272,9647,0,3,47
273,7835,0,0,47
274,4329,1,2,47
275,4096,3,0,47
276,4185,1,0,47
277,4702,1,1,47
278,3567,0,2,48
279,8163,0,1,48
280,0952,0,3,48
281,8635,1,1,48
282,4678,0,1,48
283,7130,0,1,48
284,6519,1,2,48
285,2045,2,0,48
286,1035,2,0,48
287,4675,1,1,49
288,0612,0,2,49
289,2798,1,0,49
290,5137,0,1,49
291,0623,0,2,49
292,7214,0,0,49
293,8762,0,1,49
294,7125,1,0,49
295,4357,0,1,49
296,6095,4,0,49
297,5317,0,1,50
298,2019,1,0,51
299,4067,1,0,51
300,0759,0,0,51
301,1568,0,2,51
302,8430,0,3,51
303,8651,0,2,51
304,9548,0,2,51
305,7618,1,1,51
306,3019,1,1,51
307,8431,0,4,52
308,7514,1,1,52
309,3214,1,2,52
310,7469,0,1,52
311,4813,4,0,52
312,8672,0,1,53
313,0549,0,1,53
314,2381,0,3,53
315,9417,1,1,53
316,9483,1,2,53
317,6852,1,0,53
318,5610,1,0,53
319,6180,0,2,53
320,0684,1,1,54
321,2374,0,1,54
322,4276,1,1,54
323,2786,2,1,54
324,7035,1,1,54
325,4128,0,1,54
326,2571,1,1,54
327,9832,0,1,54
328,7586,4,0,54
329,3825,0,2,55
330,5072,0,2,55
331,0178,0,2,55
332,8172,0,2,55
333,5728,0,3,55
334,5718,0,3,55
335,8493,0,1,55
336,5763,0,2,56
337,1608,1,0,56
338,7940,0,1,56
339,1508,2,0,56
340,9650,0,1,56
341,7142,0,1,56
342,0791,0,0,56
343,7812,0,1,56
344,0263,0,1,56
345,4538,4,0,56
346,5038,0,1,57
347,1302,0,1,57
348,4286,0,2,57
349,2968,0,1,57
350,6597,1,1,57
351,0458,0,1,57
352,7814,0,2,57
353,1752,0,1,57
354,6012,0,1,57
355,3124,1,1,57
356,4192,0,1,58
357,3702,1,1,58
358,8903,0,1,58
359,1038,0,1,58
360,1784,0,2,58
361,2931,0,1,58
362,4210,0,1,59
363,6143,1,2,59
364,2547,2,0,59
365,3107,2,0,59
366,1528,0,0,59
367,8205,0,0,59
368,8971,0,1,59
369,7015,0,1,59
370,1089,0,0,59
371,3647,4,0,59
372,1349,2,1,60
373,1396,4,0,60
374,1634,1,2,61
375,9834,0,2,61
376,2617,0,2,61
377,6892,1,0,62
378,1623,0,2,63
379,7234,0,3,64
380,3057,0,2,64
381,8726,0,1,64
382,5683,0,1,64
383,4605,2,0,64
384,8340,1,2,64
385,7420,0,3,64
386,6529,0,1,64
387,4302,4,0,64
388,0931,1,0,65
389,1962,0,1,65
390,9315,0,2,65
391,0586,1,1,66
392,0825,0,2,66
393,7286,0,2,66
394,5493,0,1,66
395,3487,0,2,66
396,8571,4,0,66
397,4365,0,1,67
398,4276,1,0,67
399,7342,0,1,67
400,4620,0,1,68
401,0931,3,0,68
402,4975,0,1,68
403,8320,0,2,68
404,3689,0,1,68
405,5721,1,1,68
406,4038,1,1,68
407,4538,0,2,69
408,8201,0,1,69
409,2743,4,0,69
410,8329,1,0,70
411,1549,0,2,70
412,1795,1,0,70
413,8024,0,1,70
414,4365,4,0,70
415,2043,1,0,71
416,7961,0,1,71
417,5103,3,0,71
418,3158,1,3,71
419,3281,1,2,71
420,7415,0,2,71
421,8610,0,2,71
422,7269,0,0,71
423,2596,0,1,71
424,5183,4,0,71
425,9745,0,1,72
426,9746,0,0,72
427,3259,0,2,73
428,4830,0,2,73
429,9162,1,0,73
430,8650,0,2,73
431,8705,0,2,73
432,1593,1,2,73
433,8365,0,3,73
434,1802,0,2,73
435,2967,2,0,74
436,2068,1,0,74
437,6039,0,2,74
438,0574,0,2,74
439,1690,0,2,74
440,0563,1,1,74
441,4965,4,0,74
442,1280,1,0,75
443,9734,0,2,75
444,6758,0,2,75
445,0254,0,1,75
446,1568,0,1,76
447,2549,0,1,76
448,0962,0,3,76
449,1493,1,0,77
450,8739,0,2,77
451,0389,0,2,77
452,7690,4,0,77
453,6473,0,2,78
454,7968,0,1,78
455,4362,0,1,78
456,6702,1,0,78
457,6514,0,2,78
458,3751,4,0,78
459,1643,0,2,79
460,5681,0,1,79
461,8265,0,2,79
462,7236,0,2,79
463,1940,1,1,79
464,5841,0,1,79
465,5981,1,0,79
466,4290,0,3,79
467,5608,0,1,79
468,6924,4,0,79
469,6491,1,1,80
470,8793,2,0,80
471,9125,0,1,80
472,0768,1,1,80
473,4567,0,2,80
474,8643,2,0,80
475,8741,4,0,80
476,9406,0,1,81
477,3270,4,0,81
478,5016,1,0,82
479,6524,1,0,82
480,5304,0,1,82
481,3854,0,1,82
482,0794,0,2,82
483,2190,0,2,82
484,7028,4,0,82
485,6709,0,1,83
486,7150,3,0,83
487,4968,1,0,83
488,7158,4,0,83
489,7539,1,1,84
490,5048,1,1,84
491,4370,0,1,84
492,9205,0,1,84
493,5614,0,2,85
494,0685,0,2,85
495,4630,0,0,85
496,0364,0,0,85
497,7395,1,1,85
498,1740,0,2,86
499,1936,0,2,86
500,7816,0,2,86
501,8206,0,2,86
502,5764,0,2,86
503,4309,1,1,86
504,0467,1,2,86
505,5962,0,2,86
506,9041,0,2,86
507,5240,0,1,86
508,0423,1,0,87
509,9156,0,2,87
510,9125,0,1,87
511,5362,0,1,87
512,8036,0,2,87
513,2781,0,1,87
514,3071,1,1,87
515,0679,4,0,87
516,4327,1,1,88
517,2687,0,3,88
518,2164,0,2,88
519,6729,4,0,88
520,7580,0,1,89
521,2649,1,2,89
522,2013,0,1,89
523,0135,0,0,90
524,2796,1,3,90
525,7348,0,1,90
526,7962,0,4,90
527,4035,0,0,90
528,1023,1,0,90
529,0827,1,1,91
530,2165,0,1,92
531,6732,1,2,92
532,0896,0,0,92
533,1580,0,0,92
534,5981,0,0,92
535,7830,0,2,92
536,6827,1,1,92
537,0726,2,0,92
538,7481,0,2,93
539,0863,1,0,93
540,9230,0,2,93
541,8016,0,0,93
542,7469,0,2,93
543,3457,0,3,93
544,8567,0,1,93
545,7098,0,1,93
546,4723,4,0,93
547,2956,0,1,94
548,0245,0,1,94
549,6302,0,0,94
550,2630,0,0,94
551,4819,4,0,94
552,7164,0,2,95
553,8039,1,1,95
554,0392,0,1,95
555,6584,0,2,95
556,6053,0,0,95
557,5479,1,1,95
558,2567,0,0,95
559,9463,0,2,95
560,5084,0,2,95
561,6931,0,2,96
562,7302,0,0,96
563,4837,2,0,96
564,3956,0,1,96
565,8193,0,3,96
566,4906,1,1,96
567,8301,0,2,96
568,4761,1,1,96
